"name","GP","GS","MP","YC","RC","OFF","C","CK","TT","P","INT","BLK","GMB","TKL","FS","FC","PKG","PK","G","A","SOG","S"
"GabrielGabrielARS",21,18,1761,4,1,0,0,0,1395,955,35,23,0,56,10,9,0,0,1,0,4,11
"Galloway, BrendanGalloway, B.EVE",15,14,1223,2,0,0,15,0,750,335,32,17,0,57,29,9,0,0,0,1,0,8
"Gamboa, CristianGamboa, C.WBA",1,0,27,1,0,1,1,0,25,9,4,0,0,0,1,1,0,0,0,0,0,1
"García, ManuGarcía, M.MCI",1,0,10,0,0,0,0,0,20,18,0,0,0,0,0,0,0,0,0,0,0,0
"Gardner, CraigGardner, C.WBA",34,20,2033,5,0,8,87,50,1102,433,26,17,0,50,27,42,0,1,3,3,10,46
"Gayle, DwightGayle, D.CRY",16,8,768,1,1,2,9,0,308,95,0,1,0,16,35,20,0,0,3,0,8,22
"Gazzaniga, PauloGazzaniga, P.SOU",2,2,180,0,0,0,0,0,72,10,1,0,0,1,0,0,0,0,0,0,0,0
"Gestede, RudyGestede, R.AVL",32,14,1657,2,0,6,2,0,992,302,6,2,0,13,12,24,0,0,5,2,18,59
"Gibbs, KieranGibbs, K.ARS",15,3,381,0,0,2,8,1,305,147,3,6,0,12,6,3,0,0,1,0,1,5
"Gibson, DarronGibson, D.EVE",7,2,239,3,0,0,1,0,225,153,9,6,0,5,0,4,0,0,0,1,1,2
"Gil, CarlesGil, C.AVL",23,17,1440,3,0,2,43,31,1038,645,10,9,0,23,27,3,0,0,2,0,5,17
"Giroud, OlivierGiroud, O.ARS",38,26,2424,2,0,26,28,0,1320,552,7,7,0,49,33,40,1,1,16,6,42,103
"Given, ShayGiven, S.STK",3,3,225,1,0,0,0,0,70,3,0,0,0,0,1,0,0,0,0,0,0,0
"Gnabry, SergeGnabry, S.WBA",1,0,12,0,0,0,0,2,13,7,0,0,0,1,0,2,0,0,0,0,1,2
"Gomes, HeurelhoGomes, H.WAT",38,38,3397,4,0,0,0,0,1405,93,23,1,0,0,6,2,0,0,0,0,0,0
"Gomez, JoeGomez, J.LIV",5,5,438,3,0,0,5,0,369,185,39,4,0,15,1,9,0,0,0,1,0,1
"Gómez, JordiGómez, J.SUN",6,5,355,0,0,0,4,4,211,133,4,5,0,13,5,4,0,0,0,0,1,2
"Gomis, BafetimbiGomis, B.SWA",33,18,1694,0,0,38,9,0,798,383,7,2,0,21,19,17,1,1,6,0,17,58
"Gosling, DanGosling, D.BOU",34,28,2441,6,0,1,15,1,1685,1001,55,19,0,64,42,31,0,0,3,1,11,40
"Gouffran, YoanGouffran, Y.NEW",8,2,224,0,0,0,7,1,159,73,8,4,0,8,1,3,0,0,0,0,1,2
"Grabban, LewisGrabban, L.",21,7,820,2,0,6,13,2,446,236,4,2,0,15,4,10,0,0,1,0,9,19
"Gradel, Max-AlainGradel, M.BOU",14,11,899,1,0,3,39,13,553,216,13,7,0,22,26,11,0,0,1,2,6,18
"Graham, DannyGraham, D.SUN",10,4,358,0,0,1,2,0,136,47,3,0,0,4,6,8,0,0,0,0,2,4
"Gray, DemaraiGray, D.LEI",12,1,177,0,0,0,6,7,158,68,1,3,0,14,4,3,0,0,0,1,3,5
"Grealish, JackGrealish, J.AVL",16,9,832,1,0,0,11,4,470,252,9,2,0,9,17,6,0,0,1,0,4,15
"Green, AndréGreen, A.AVL",2,0,57,0,0,0,6,1,48,20,1,0,0,2,0,0,0,0,0,0,0,1
"Greenwood, ReesGreenwood, R.SUN",1,1,52,0,0,0,2,1,35,22,1,0,0,3,0,1,0,0,0,0,0,0
"Grimes, MattGrimes, M.SWA",1,1,90,0,0,0,1,0,55,30,0,1,0,1,1,3,0,0,0,0,0,1
"Guedioura, AdlèneGuedioura, A.WAT",18,3,421,2,0,0,26,16,419,183,10,2,0,21,7,13,0,0,0,2,3,13
"Gueye, IdrissaGueye, I.AVL",35,35,3075,10,0,0,22,1,2576,1558,96,17,0,186,51,69,0,0,0,1,4,31
"Guzan, BradGuzan, B.AVL",28,28,2520,2,0,0,1,0,1010,101,28,0,0,1,2,0,0,0,0,0,0,0
"Haidara, MassadioHaidara, M.NEW",7,6,555,1,0,0,14,0,429,194,41,5,0,19,10,9,0,0,0,0,0,3
"Hangeland, BredeHangeland, B.CRY",7,7,630,2,0,2,3,0,365,213,8,6,0,15,3,13,0,0,0,0,3,5
"Hart, JoeHart, J.MCI",35,35,3110,0,0,0,0,0,1019,161,18,0,0,1,3,0,0,0,0,0,0,0
"Haugaard, JakobHaugaard, J.STK",5,4,405,0,0,0,0,0,176,13,0,0,0,0,0,0,0,0,0,0,0,0
"Hazard, EdenHazard, E.CHE",31,25,2190,2,0,10,79,6,1901,1218,30,5,0,25,69,15,0,0,4,3,15,36
"Henderson, JordanHenderson, J.LIV",17,15,1293,1,0,3,54,12,1221,751,28,8,0,57,8,10,0,0,2,3,6,26
"Hennessey, WayneHennessey, W.CRY",29,29,2610,1,0,0,0,0,1018,100,4,0,0,2,1,0,0,0,0,0,0,0
"Hepburn-Murphy, RushianHepburn-Murphy, R.AVL",1,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0
"Hernández, ChicharitoHernández, C.MUN",1,0,23,0,0,0,0,0,17,10,1,0,0,0,1,0,0,0,0,0,1,1
"Herrera, AnderHerrera, A.MUN",27,17,1532,4,0,1,43,8,1422,908,30,5,0,71,21,28,1,1,3,2,6,24
"Hibbert, TonyHibbert, T.EVE",1,0,45,0,0,0,0,0,28,11,5,1,0,1,0,0,0,0,0,0,1,1
"Holebas, JoséHolebas, J.WAT",11,11,945,2,0,0,24,1,746,326,23,11,0,18,5,8,0,0,0,0,2,13
"Honeyman, GeorgeHoneyman, G.SUN",1,0,38,0,0,0,0,0,8,5,0,0,0,0,1,0,0,0,0,0,0,0
"Hoolahan, WesHoolahan, W.NOR",30,25,2005,1,0,5,73,9,1534,900,30,7,0,57,40,19,1,1,4,8,8,27
"Hooper, GaryHooper, G.NOR",2,0,11,0,0,0,0,0,8,5,0,0,0,0,1,0,0,0,0,0,0,1
"Howard, TimHoward, T.EVE",25,25,2250,1,0,0,0,0,917,156,25,1,0,3,2,2,0,0,0,0,0,0
"Howson, JonathanHowson, J.NOR",36,33,2953,7,0,3,35,4,1865,967,38,24,0,114,19,27,0,0,3,4,9,35
"Huth, RobertHuth, R.LEI",35,35,3150,8,0,4,0,0,1396,601,57,40,0,57,17,34,0,0,3,0,6,29
"Hutton, AlanHutton, A.AVL",28,26,2330,6,1,3,128,0,1585,660,42,26,0,73,36,27,0,0,0,1,1,9
"Ibarbo, VíctorIbarbo, V.WAT",4,0,64,0,0,0,2,0,44,15,2,0,0,1,1,2,0,0,0,0,0,0
"Ibe, JordonIbe, J.LIV",27,12,1172,0,0,1,49,24,787,413,8,1,0,15,14,10,0,0,1,2,6,29
"Ighalo, OdionIghalo, O.WAT",37,36,3151,4,0,26,17,1,1313,518,19,10,0,36,56,47,0,0,15,3,48,109
"Iheanacho, KelechiIheanacho, K.MCI",26,7,751,1,0,3,19,1,555,262,5,1,0,23,5,17,0,0,8,1,12,28
"Imbula, GiannelliImbula, G.STK",14,14,1260,4,0,0,19,0,1014,664,17,5,0,29,20,17,0,0,2,0,5,21
"Ings, DannyIngs, D.LIV",6,3,340,1,0,2,5,1,145,57,3,3,0,3,5,7,0,0,2,0,5,10
"Inler, GokhanInler, G.LEI",5,3,194,0,0,0,1,0,162,97,3,2,0,8,4,3,0,0,0,0,0,2
"Ireland, StephenIreland, S.STK",13,0,231,2,0,0,6,4,211,130,7,3,0,11,0,4,0,0,0,1,0,3
"Iturbe, JuanIturbe, J.BOU",2,0,55,0,0,0,2,0,38,15,0,0,0,1,1,0,0,0,0,0,1,1
"Ivanovic, BranislavIvanovic, B.CHE",33,33,2918,5,0,1,70,0,2025,1084,74,37,0,78,22,32,0,0,2,2,5,28
"Iwobi, AlexIwobi, A.ARS",13,8,632,0,0,0,18,0,491,313,3,2,0,12,5,3,0,0,2,2,6,15
"Jagielka, PhilJagielka, P.EVE",21,21,1851,0,0,0,2,0,1420,850,69,31,0,44,15,9,0,0,0,0,1,9
"Janmaat, DarylJanmaat, D.NEW",32,32,2755,5,1,5,150,3,2175,956,73,20,0,105,9,28,0,0,2,4,8,19
"Januzaj, AdnanJanuzaj, A.MUN",5,2,144,1,0,0,5,1,78,38,2,0,0,1,3,5,0,0,1,0,1,4
"Jarvis, MattJarvis, M.",22,13,1093,0,0,2,56,13,499,238,7,9,0,12,7,5,0,0,1,1,4,10
"Jedinak, MileJedinak, M.CRY",27,16,1530,6,0,2,15,0,1226,594,35,20,0,75,16,34,0,0,0,0,1,12
"Jelavic, NikicaJelavic, N.WHU",13,1,339,1,0,6,5,0,151,50,2,0,0,8,4,7,0,0,1,2,1,11
"Jenkinson, CarlJenkinson, C.WHU",20,13,1225,3,1,0,34,0,894,391,36,12,0,39,4,13,0,0,2,0,3,7
"Jerome, CameronJerome, C.NOR",34,19,1774,2,0,21,16,0,761,245,13,4,0,29,10,36,0,0,3,2,11,47
"Johnson, AdamJohnson, A.SUN",19,11,1142,3,0,1,51,14,714,411,11,3,0,11,12,7,1,1,2,5,3,16
"Johnson, BradleyJohnson, B.NOR",4,1,151,0,0,1,3,0,127,52,4,1,0,8,4,4,0,0,0,0,2,9
"Johnson, GlenJohnson, G.STK",25,25,2186,1,0,4,75,0,1483,745,58,28,0,37,11,11,0,0,0,3,5,17
"Jones, BillyJones, B.SUN",24,23,2033,8,0,3,40,0,1212,413,38,38,0,100,14,32,0,0,1,1,4,14
"Jones, PhilJones, P.MUN",10,6,528,0,0,0,2,0,397,267,12,4,0,11,2,4,0,0,0,0,0,1
"JoseluJoseluSTK",22,10,1090,0,0,8,17,1,581,252,5,2,0,22,18,19,0,0,4,1,16,28
"JuanmiJuanmiSOU",12,0,161,0,0,1,4,0,81,38,0,0,0,3,5,2,0,0,0,0,1,5
"Jurado, José ManuelJurado, J.WAT",27,27,2025,3,0,1,49,26,1326,794,13,12,0,30,37,12,0,0,0,0,10,36
"Kaboul, YounesKaboul, Y.SUN",23,22,2009,3,1,0,16,0,1171,470,52,31,0,59,9,15,0,0,0,1,4,12
"Kaikai, SullayKaikai, S.CRY",1,0,45,0,0,0,3,3,27,14,0,0,0,3,0,1,0,0,0,0,1,3
"Kane, HarryKane, H.TOT",38,38,3368,5,0,30,57,7,1771,658,21,12,0,55,56,42,5,5,25,1,74,159
"Kanté, N'GoloKanté, N.LEI",37,33,3019,3,0,0,26,1,2217,1205,84,26,0,218,17,44,0,0,1,4,5,21
"Keane, WillKeane, W.MUN",1,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kelly, MartinKelly, M.CRY",13,11,1043,3,0,0,15,0,701,291,10,12,0,42,3,11,0,0,0,0,0,1
"KenedyKenedyCHE",14,4,550,0,0,2,13,2,463,249,9,2,0,22,8,6,0,0,1,0,3,14
"Kenny, JonjoeKenny, J.EVE",1,0,61,0,0,0,0,0,45,16,0,6,0,3,0,0,0,0,0,0,0,1
"Kermorgant, YannKermorgant, Y.BOU",7,0,125,0,0,1,1,0,84,39,2,0,0,3,3,0,0,0,0,0,0,1
"Khazri, WahbiKhazri, W.SUN",14,13,1077,3,0,5,48,57,665,262,10,1,0,55,12,18,0,0,2,1,5,24
"Ki, Sung-YuengKi, S.SWA",28,21,1849,4,0,1,14,6,1395,1035,20,14,0,29,25,20,0,0,2,1,7,24
"King, AndyKing, A.LEI",25,9,1050,2,0,0,12,1,673,367,53,8,0,18,8,7,0,0,2,1,4,19
"King, JoshuaKing, J.BOU",31,24,1924,1,0,16,32,2,915,304,11,3,0,44,28,37,0,0,6,2,20,56
"Kingsley, StephenKingsley, S.SWA",4,4,356,0,0,0,16,4,207,92,2,7,0,8,3,2,0,0,0,1,0,1
"Kirchhoff, JanKirchhoff, J.SUN",15,14,1083,0,0,0,7,0,851,387,23,9,0,67,17,20,0,0,0,0,1,9
"Klose, TimmKlose, T.NOR",10,10,849,3,0,0,1,0,481,195,18,17,0,21,7,6,0,0,1,0,1,3
"Kolarov, AleksandarKolarov, A.MCI",29,25,2281,3,0,3,127,40,2117,1120,41,20,0,59,31,20,0,1,3,3,10,39
"Kompany, VincentKompany, V.MCI",14,13,1179,5,0,0,1,0,892,579,38,10,0,31,3,15,0,0,2,0,3,11
"Koné, ArounaKoné, A.EVE",25,16,1458,1,0,4,14,0,896,492,8,7,0,37,11,15,0,0,5,4,14,36
"Koné, LamineKoné, L.SUN",15,15,1315,0,0,1,3,0,689,260,16,14,0,31,4,6,0,0,2,1,3,10
"Koscielny, LaurentKoscielny, L.ARS",33,33,2846,3,0,1,6,0,2294,1457,102,29,0,79,27,31,0,0,4,0,8,19
"Kouyaté, CheikhouKouyaté, C.WHU",34,34,3009,5,1,2,24,0,1955,988,90,32,0,115,41,35,0,0,5,2,16,43
"Kozak, LiborKozak, L.AVL",4,3,258,0,0,5,0,0,146,45,1,1,0,5,3,5,0,0,0,0,2,6
"Kramaric, AndrejKramaric, A.LEI",2,0,22,0,0,0,0,0,14,6,0,0,0,0,0,1,0,0,0,0,1,1
"Krkic, BojanKrkic, B.STK",27,22,1709,2,0,2,31,16,1060,611,14,2,0,16,29,9,2,2,7,1,16,37
"Krul, TimKrul, T.NEW",8,8,720,0,0,0,0,0,311,59,22,0,0,0,1,0,0,0,0,0,0,0
"Lafferty, KyleLafferty, K.NOR",1,0,13,0,0,0,0,0,12,4,1,0,0,0,0,0,0,0,0,0,0,0
"Lallana, AdamLallana, A.LIV",30,23,2110,2,0,15,78,20,1486,795,27,7,0,79,29,27,0,0,4,6,15,43
"Lambert, RickieLambert, R.WBA",19,5,617,2,0,2,6,0,396,184,13,2,0,3,9,6,1,1,1,1,4,14
"Lamela, ErikLamela, E.TOT",34,28,2383,9,0,13,83,96,1680,813,29,16,0,128,35,67,0,0,5,9,21,59
"Lanzini, ManuelLanzini, M.WHU",26,23,1920,3,0,6,44,20,1429,926,40,9,0,28,30,9,0,0,6,2,11,48
"Larsson, SebastianLarsson, S.SUN",18,6,547,2,0,0,15,14,352,174,9,11,0,18,7,9,0,0,0,1,1,7
"Lascelles, JamaalLascelles, J.NEW",18,10,1148,1,1,0,2,0,670,377,19,19,0,23,3,11,0,0,2,0,4,4
"Layún, MiguelLayún, M.WAT",3,2,132,0,0,0,7,0,81,42,2,1,0,1,1,1,0,0,1,0,1,4
"Ledley, JoeLedley, J.CRY",19,11,980,1,0,0,5,3,622,357,23,16,0,20,4,13,0,0,1,0,2,7
"Lee, Chung-YoungLee, C.CRY",13,4,385,0,0,0,11,7,288,156,4,4,0,12,6,4,0,0,1,0,2,6
"Leko, JonathanLeko, J.WBA",5,3,271,0,0,1,5,0,130,40,2,1,0,13,4,7,0,0,0,1,0,0
"Lennon, AaronLennon, A.EVE",25,17,1539,1,0,1,40,1,740,400,9,14,0,42,21,13,0,0,5,0,11,18
"Lens, JeremainLens, J.SUN",20,14,1293,3,1,4,70,18,818,279,15,3,0,49,31,27,0,0,3,3,7,26
"Lescott, JoleonLescott, J.",32,32,2810,2,0,0,6,0,1529,826,65,33,0,51,9,15,0,0,1,0,3,11
"Lingard, JesseLingard, J.MUN",25,19,1635,4,0,5,26,3,1094,606,7,7,0,61,21,24,0,0,4,1,13,31
"Lloris, HugoLloris, H.TOT",37,37,3330,0,0,0,0,0,1377,387,18,0,0,0,5,0,0,0,0,0,0,0
"Loftus-Cheek, RubenLoftus-Cheek, R.CHE",13,4,407,0,0,1,3,0,371,204,8,1,0,29,14,4,0,0,1,0,3,12
"Long, ShaneLong, S.SOU",28,23,2111,2,0,24,48,0,1110,398,18,8,0,34,40,43,0,0,10,4,23,64
"Love, DonaldLove, D.MUN",1,0,53,0,0,0,2,0,43,19,0,0,0,5,0,1,0,0,0,0,0,0
"Lovren, DejanLovren, D.LIV",24,22,1897,2,0,0,6,0,1456,883,64,21,0,69,12,23,0,0,0,0,7,22
"Lucas LeivaLucas LeivaLIV",27,21,1954,8,0,0,14,0,1894,1242,61,24,0,121,19,49,0,0,0,1,2,9
"Lukaku, RomeluLukaku, R.EVE",37,36,3174,3,0,16,40,0,1686,769,5,2,0,19,25,29,1,2,18,6,48,119
"Lyden, JordanLyden, J.AVL",4,2,152,0,0,0,1,0,91,56,0,0,0,5,2,1,0,0,0,0,0,1
"M'Vila, YannM'Vila, Y.SUN",37,36,3188,1,0,0,69,36,2325,1371,49,24,0,134,43,17,0,0,1,4,5,29
"MacDonald, ShaunMacDonald, S.BOU",3,0,29,0,0,0,0,0,14,9,1,0,0,1,0,0,0,0,0,0,0,0
"Mahrez, RiyadMahrez, R.LEI",37,36,3052,1,0,4,119,34,1936,784,33,20,0,69,83,19,4,6,17,11,40,87
"Maiga, ModiboMaiga, M.WHU",3,0,25,0,0,3,2,0,27,5,1,1,0,0,0,1,0,0,1,0,2,2
"Mané, SadioMané, S.SOU",37,30,2604,4,2,27,83,1,1658,767,34,11,0,74,71,46,0,1,11,6,33,85
"Mangala, EliaquimMangala, E.MCI",23,23,2010,8,0,0,0,0,1318,879,55,14,0,56,6,35,0,0,0,0,1,7
"Mannone, VitoMannone, V.SUN",19,19,1710,2,0,0,0,0,761,71,4,0,0,0,4,0,0,0,0,0,0,0
"Mariappa, AdrianMariappa, A.CRY",3,3,256,0,0,0,2,0,177,94,10,2,0,11,3,3,0,0,0,0,0,0
"Martial, AnthonyMartial, A.MUN",31,29,2632,2,0,17,81,1,1629,702,3,7,0,38,56,40,0,0,11,4,25,57
"Martin, RussellMartin, R.NOR",30,30,2698,4,1,0,20,0,1738,836,46,42,0,57,6,32,0,0,3,0,5,19
"Martina, CucoMartina, C.SOU",15,11,1084,1,0,2,43,0,755,324,21,12,0,52,10,15,0,0,1,1,2,3
"Mason, RyanMason, R.TOT",22,8,798,3,0,0,11,4,704,451,21,4,0,33,11,9,0,0,1,0,9,20
"Mata, JuanMata, J.MUN",38,34,2898,4,1,9,112,51,2230,1586,29,10,0,48,28,22,1,1,6,5,22,57
"Matic, NemanjaMatic, N.CHE",33,28,2421,4,1,2,34,2,2122,1402,86,18,0,98,17,39,0,0,2,2,8,34
"Matthews, AdamMatthews, A.SUN",1,0,36,0,0,0,2,0,22,11,0,0,0,1,0,0,0,0,0,0,0,0
"Mbabu, KevinMbabu, K.NEW",3,2,144,0,0,1,4,0,94,21,3,2,0,23,2,3,0,0,0,0,1,1
"Mbemba, ChancelMbemba, C.NEW",33,33,2924,5,0,0,7,0,1792,915,94,37,0,78,12,21,0,0,0,0,2,13
"Mbokani, DieumerciMbokani, D.NOR",29,15,1588,0,0,30,15,0,946,324,5,0,0,13,45,17,0,0,7,1,17,37
"McArthur, JamesMcArthur, J.CRY",28,26,2192,5,0,1,11,0,1405,847,45,30,0,91,21,42,0,0,2,2,4,16
"McAuley, GarethMcAuley, G.WBA",34,34,3059,4,1,2,3,1,1422,603,43,45,0,66,16,31,0,0,1,0,3,6
"McCarthy, AlexMcCarthy, A.CRY",7,7,630,0,0,0,0,0,259,19,7,0,0,0,0,0,0,0,0,0,0,0
"McCarthy, JamesMcCarthy, J.EVE",29,29,2434,5,1,0,17,1,1816,1192,71,40,0,114,28,36,0,0,2,2,7,16
"McClean, JamesMcClean, J.WBA",35,28,2412,7,1,5,126,41,1349,469,26,18,0,81,38,35,0,0,2,2,9,31
"McManaman, CallumMcManaman, C.WBA",12,2,276,2,0,0,11,1,167,74,3,2,0,6,8,2,0,0,0,1,1,8
"McNair, PaddyMcNair, P.MUN",8,3,309,0,0,0,7,0,270,156,3,1,0,6,2,4,0,0,0,0,1,3
"MemphisMemphisMUN",29,16,1474,2,0,8,77,35,1112,538,14,6,0,15,35,20,0,0,2,0,17,57
"Mertesacker, PerMertesacker, P.ARS",24,24,2049,1,1,1,2,0,1488,1084,36,14,0,31,5,7,0,0,0,0,2,8
"Miazga, MattMiazga, M.CHE",2,2,135,1,0,1,2,0,114,72,1,2,0,0,2,1,0,0,0,0,0,0
"Mignolet, SimonMignolet, S.LIV",34,34,3060,2,0,0,0,0,1091,262,27,1,0,1,3,0,0,0,0,0,0,0
"Mikel, John ObiMikel, J.CHE",25,19,1783,6,0,0,8,0,1493,1079,30,15,0,75,11,33,0,0,0,1,0,7
"Milner, JamesMilner, J.LIV",28,28,2414,9,1,2,130,114,2095,1108,49,19,0,112,32,47,1,1,5,11,11,39
"Mings, TyroneMings, T.BOU",1,0,12,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0
"Mirallas, KevinMirallas, K.EVE",23,10,1005,0,2,7,35,18,567,276,11,6,0,17,17,14,0,0,4,2,16,40
"Mitrovic, AleksandarMitrovic, A.NEW",34,22,2114,4,2,16,9,0,1235,491,9,8,0,38,51,50,2,2,9,4,29,79
"Monreal, NachoMonreal, N.ARS",37,36,3248,1,0,1,112,0,2775,1599,87,32,0,105,41,28,0,0,0,3,4,12
"Montero, JeffersonMontero, J.SWA",23,14,1357,0,0,4,100,2,769,298,15,6,0,25,37,11,0,0,0,2,6,20
"Moreno, AlbertoMoreno, A.LIV",32,28,2546,3,0,6,132,29,2159,1144,25,17,0,124,21,29,0,0,1,4,8,36
"Morgan, WesMorgan, W.LEI",38,38,3420,3,0,0,0,0,1411,644,59,42,0,82,15,28,0,0,2,0,6,21
"Morrison, JamesMorrison, J.WBA",18,17,1343,3,0,0,17,2,810,462,31,3,0,30,12,6,0,1,3,3,11,24
"Moses, VictorMoses, V.WHU",21,13,981,0,0,5,25,6,552,231,11,6,0,25,20,17,0,0,1,2,4,22
"Mulumbu, YoussoufMulumbu, Y.NOR",7,5,371,1,0,1,2,0,235,141,3,2,0,23,3,5,0,0,0,0,1,3
"Muniesa, MarcMuniesa, M.STK",15,12,1111,2,0,0,11,0,789,441,66,21,0,28,7,9,0,0,0,0,0,3
"Murray, GlennMurray, G.",21,8,795,2,0,12,7,0,392,130,2,5,0,11,17,26,0,1,3,0,14,24
"Mutch, JordonMutch, J.CRY",20,7,795,0,0,3,27,15,523,254,8,7,0,18,11,11,0,0,0,0,2,17
"Myhill, BoazMyhill, B.WBA",23,23,2070,2,0,0,0,0,795,40,8,0,0,0,4,0,0,0,0,0,0,0
"N'Doye, DameN'Doye, D.SUN",11,5,567,2,0,5,8,0,340,126,1,0,0,22,20,20,0,0,1,0,4,9
"N'Jie, ClintonN'Jie, C.TOT",8,0,184,0,0,2,4,0,120,43,2,1,0,5,1,4,0,0,0,1,2,6
"N'Zogbia, CharlesN'Zogbia, C.AVL",2,0,41,0,0,0,2,1,16,8,0,0,0,1,0,1,0,0,0,0,0,0
"Naismith, StevenNaismith, S.",23,15,1330,3,0,9,13,1,770,359,5,12,0,27,41,30,0,0,4,1,8,25
"Nasri, SamirNasri, S.MCI",12,4,535,3,0,1,21,7,516,390,8,3,0,14,5,4,0,0,2,2,7,14
"Naughton, KyleNaughton, K.SWA",27,19,1763,2,1,0,61,1,1671,892,51,20,0,46,21,24,0,0,0,3,2,8
"Navas, JesúsNavas, J.MCI",34,24,2279,1,0,4,162,54,1811,1085,26,4,0,48,24,18,0,0,0,7,8,30
"Niasse, OumarNiasse, O.EVE",5,2,142,0,0,0,3,0,77,34,2,0,0,4,3,2,0,0,0,0,1,2
"Noble, MarkNoble, M.WHU",37,37,3204,8,1,6,38,6,2439,1619,93,20,0,139,55,37,3,3,7,4,12,34
"Nolan, KevinNolan, K.WHU",2,1,56,0,0,0,0,0,24,13,3,0,0,1,0,0,0,0,0,0,0,0
"Nordfeldt, KristofferNordfeldt, K.SWA",1,1,90,0,0,0,0,0,30,7,0,0,0,0,0,0,0,0,0,0,0,0
"Nyom, AllanNyom, A.WAT",32,29,2474,8,0,0,87,0,1610,600,53,37,0,96,23,37,0,0,0,1,1,7
"O'Kane, EunanO'Kane, E.BOU",16,6,752,2,0,1,3,2,454,273,19,2,0,8,7,6,0,0,0,1,2,6
"O'Neil, GaryO'Neil, G.NOR",27,19,1749,7,1,0,23,27,1210,674,27,18,0,77,16,38,0,0,0,0,0,11
