"name","GP","GS","MP","YC","RC","OFF","C","CK","TT","P","INT","BLK","GMB","TKL","FS","FC","PKG","PK","G","A","SOG","S"
"O'Shea, JohnO'Shea, J.SUN",28,23,2008,2,0,0,5,0,935,438,27,17,0,52,13,20,0,0,0,0,3,7
"Obertan, GabrielObertan, G.NEW",5,3,279,1,0,3,9,0,174,83,22,1,0,3,2,2,0,0,0,1,2,3
"Obiang, PedroObiang, P.WHU",24,11,1079,2,0,0,7,0,690,361,38,15,0,61,10,19,0,0,0,1,1,7
"Odemwingie, PeterOdemwingie, P.STK",5,0,101,0,0,1,4,1,79,48,2,0,0,3,1,3,0,0,0,0,0,2
"Odjidja-Ofoe, VadisOdjidja-Ofoe, V.NOR",10,3,275,2,0,0,13,0,219,106,3,4,0,12,3,5,0,0,0,2,1,3
"Ogbonna, AngeloOgbonna, A.WHU",28,27,2328,5,0,0,2,0,1399,758,72,28,0,46,16,21,0,0,0,0,0,6
"Ojo, SheyiOjo, S.LIV",8,5,396,0,0,0,14,6,252,122,3,0,0,12,8,3,0,0,0,3,1,5
"Okazaki, ShinjiOkazaki, S.LEI",36,28,2070,1,0,8,12,0,988,386,19,7,0,49,47,31,0,0,5,0,12,47
"Okore, JoresOkore, J.AVL",12,12,1080,1,0,0,1,0,526,262,9,11,0,41,8,8,0,0,0,0,0,0
"Olsson, JonasOlsson, J.WBA",28,25,2016,5,0,2,3,0,883,394,17,41,0,37,10,22,0,0,1,1,2,6
"Olsson, MartinOlsson, M.NOR",24,20,1773,2,0,0,66,0,1037,332,29,27,0,49,18,18,0,0,1,2,6,7
"Onomah, JoshuaOnomah, J.TOT",8,0,78,0,0,0,5,0,64,31,0,0,0,6,0,1,0,0,0,0,2,3
"Origi, DivockOrigi, D.LIV",16,7,666,0,0,10,13,0,316,116,1,0,0,10,13,11,0,0,5,1,12,24
"OscarOscarCHE",27,20,1773,4,0,2,52,8,1396,820,15,7,0,52,36,21,1,2,3,3,16,52
"Osman, LeonOsman, L.EVE",9,2,218,0,0,0,1,1,176,118,5,4,0,6,6,2,0,0,0,0,0,3
"Ospina, DavidOspina, D.ARS",4,4,360,0,0,0,0,0,157,17,1,0,0,0,1,0,0,0,0,0,0,0
"Otamendi, NicolásOtamendi, N.MCI",30,30,2672,9,0,0,4,0,2205,1350,68,22,0,145,30,31,0,0,1,0,8,27
"Oularé, ObbiOularé, O.WAT",2,0,5,0,0,0,0,0,5,2,0,0,0,0,0,1,0,0,0,0,0,0
"Oviedo, BryanOviedo, B.EVE",14,12,998,0,0,1,24,15,764,372,32,16,0,45,12,17,0,0,0,1,2,5
"Oxford, ReeceOxford, R.WHU",7,3,209,0,0,0,0,0,98,46,12,3,0,3,1,1,0,0,0,0,0,1
"Oxlade-Chamberlain, AlexOxlade-Chamberlain, A.ARS",22,9,919,0,0,2,44,6,716,366,13,13,0,28,13,11,0,0,1,0,5,23
"Ozil, MesutOzil, M.ARS",35,35,3047,4,0,15,198,142,2817,1957,16,5,0,44,43,20,0,0,6,19,17,45
"Paloschi, AlbertoPaloschi, A.SWA",10,7,669,2,0,6,7,0,304,138,2,1,0,17,6,17,0,0,2,0,7,15
"Pantilimon, CostelPantilimon, C.SUN",17,17,1530,3,0,0,0,0,702,73,24,0,0,0,2,2,0,0,0,0,0,0
"Paredes, JuanParedes, J.WAT",17,7,766,1,0,0,30,0,503,193,9,8,0,30,9,10,0,0,0,0,1,5
"Pato, AlexandrePato, A.CHE",2,1,131,0,0,2,0,0,48,21,0,0,0,1,3,2,1,1,1,0,2,4
"Payet, DimitriPayet, D.WHU",30,29,2571,3,0,3,192,158,1958,1088,36,12,0,31,38,13,0,0,9,12,28,69
"PedroPedroCHE",29,24,2040,3,0,5,74,16,1434,820,19,6,0,56,46,23,0,0,7,3,15,57
"Pellè, GrazianoPellè, G.SOU",30,23,2173,6,0,17,20,0,1301,547,13,1,0,27,28,38,0,0,11,6,25,81
"Pennington, MatthewPennington, M.EVE",4,4,299,1,0,0,3,0,229,139,7,7,0,5,0,2,0,0,0,0,1,2
"Pereira, AndreasPereira, A.MUN",4,0,80,2,0,0,5,6,72,44,0,1,0,2,1,2,0,0,0,0,0,0
"Pérez, AyozePérez, A.NEW",34,22,2045,4,0,5,41,31,1177,456,30,8,0,84,39,36,0,0,6,2,15,51
"Pickford, JordanPickford, J.SUN",2,2,180,0,0,0,0,0,104,1,5,0,0,0,1,0,0,0,0,0,0,0
"Pienaar, StevenPienaar, S.EVE",4,0,118,0,0,0,2,0,107,62,0,1,0,3,3,1,0,0,0,0,0,2
"Pieters, ErikPieters, E.STK",35,35,3096,10,0,0,105,2,2510,1205,82,53,0,113,48,59,0,0,0,1,1,5
"Pinto, IvoPinto, I.NOR",10,9,811,0,0,3,35,0,597,245,12,4,0,27,6,9,0,0,0,0,0,0
"Pocognoli, SébastienPocognoli, S.WBA",1,0,35,0,0,0,3,0,34,15,0,0,0,0,0,0,0,0,0,1,0,0
"Powell, NickPowell, N.MUN",1,0,16,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
"Pritchard, AlexPritchard, A.",3,0,67,0,0,0,1,2,54,23,0,0,0,4,1,1,0,0,0,0,0,2
"Prodl, SebastianProdl, S.WAT",21,19,1776,5,0,0,1,0,802,389,47,12,0,40,6,21,0,0,2,0,3,12
"Pugh, MarcPugh, M.BOU",26,15,1334,1,0,1,41,18,847,395,13,4,0,36,29,10,0,0,3,2,9,22
"Puncheon, JasonPuncheon, J.CRY",31,31,2624,3,0,5,86,73,1822,1009,32,10,0,68,29,34,0,0,2,3,14,54
"Rahman, BabaRahman, B.CHE",15,11,1016,1,0,2,34,0,831,441,18,8,0,65,4,13,0,0,0,1,2,6
"RamiresRamiresCHE",12,7,607,1,0,1,9,0,465,254,11,7,0,31,15,20,0,0,2,0,5,10
"Ramírez, GastónRamírez, G.SOU",3,0,28,0,0,0,1,2,37,17,1,0,0,3,0,0,0,0,0,1,0,0
"Ramsey, AaronRamsey, A.ARS",31,29,2623,4,0,5,89,10,2717,1807,43,15,0,111,47,47,0,0,5,4,20,70
"Randall, ConnorRandall, C.LIV",3,2,163,0,0,0,2,0,132,56,3,1,0,5,2,2,0,0,0,0,1,2
"Randolph, DarrenRandolph, D.WHU",6,6,540,0,0,0,0,0,215,16,6,0,0,0,0,0,0,0,0,0,0,1
"Rangel, ÀngelRangel, À.SWA",23,20,1821,6,0,2,57,0,1820,1024,27,25,0,51,17,19,0,0,0,0,0,14
"Rantie, TokeloRantie, T.BOU",3,0,38,0,0,1,0,0,22,8,0,0,0,3,0,3,0,0,0,0,0,1
"Rashford, MarcusRashford, M.MUN",11,11,861,0,0,4,14,0,359,142,1,3,0,14,10,5,0,0,5,2,8,16
"Redmond, NathanRedmond, N.NOR",35,24,2337,0,0,6,84,43,1538,752,21,14,0,53,29,28,0,0,6,3,17,54
"Reed, HarrisonReed, H.SOU",1,0,10,0,0,0,0,0,15,6,1,0,0,1,0,0,0,0,0,0,0,0
"Reid, WinstonReid, W.WHU",24,24,2136,5,0,0,1,0,1241,685,70,27,0,76,27,24,0,0,1,1,5,18
"Remy, LoïcRemy, L.CHE",13,3,285,0,0,5,4,0,159,84,2,0,0,0,6,1,0,0,1,0,5,13
"Richards, MicahRichards, M.AVL",24,23,2044,3,0,0,2,0,1156,606,64,15,0,55,25,17,0,0,1,1,2,11
"Richardson, KieranRichardson, K.AVL",11,8,723,4,0,0,16,0,456,208,9,4,0,34,4,18,0,0,0,1,2,8
"Ritchie, MatthewRitchie, M.BOU",37,33,2976,5,0,4,122,100,2284,1125,73,31,0,67,55,41,0,0,4,6,17,77
"Rivière, EmmanuelRivière, E.NEW",3,1,63,0,0,0,1,0,37,17,0,0,0,1,1,1,0,0,0,0,0,3
"Roberts, PatrickRoberts, P.MCI",1,0,4,0,0,0,0,0,6,3,0,0,0,1,1,0,0,0,0,0,0,0
"Roberts, TylerRoberts, T.WBA",1,0,17,1,0,0,0,0,14,5,0,0,0,1,0,1,0,0,0,0,0,1
"Robles, JoelRobles, J.EVE",13,13,1170,1,0,0,0,0,565,89,5,0,0,0,1,0,0,0,0,0,0,0
"Robson, ThomasRobson, T.SUN",1,1,90,0,0,0,1,0,64,28,0,1,0,1,1,0,0,0,0,0,0,0
"Rodríguez, JayRodríguez, J.SOU",12,3,346,1,0,3,6,0,179,67,2,5,0,13,1,4,0,0,0,0,6,17
"Rodwell, JackRodwell, J.SUN",22,9,1158,5,0,2,12,0,579,315,11,10,0,28,7,17,0,0,1,0,7,25
"Rojo, MarcosRojo, M.MUN",16,15,1253,3,0,1,62,0,1072,518,11,7,0,67,12,20,0,0,0,1,1,8
"Romero, SergioRomero, S.MUN",4,4,360,0,0,0,0,0,170,36,20,0,0,0,0,0,0,0,0,0,0,0
"Romeu, OriolRomeu, O.SOU",29,17,1606,7,0,0,9,1,1143,674,33,20,0,109,15,28,0,0,1,0,8,27
"Rondón, JoséRondón, J.WBA",34,30,2564,1,1,26,29,0,1288,402,9,6,0,24,34,34,0,0,9,2,20,70
"Rooney, WayneRooney, W.MUN",28,27,2410,4,0,15,76,5,1547,927,14,7,0,36,14,28,1,1,8,6,25,72
"Rose, DannyRose, D.TOT",24,24,2132,7,0,2,98,1,1830,848,39,25,0,97,43,41,0,0,1,3,4,26
"Rossiter, JordanRossiter, J.LIV",1,0,14,0,0,0,0,0,12,5,3,0,0,2,0,0,0,0,0,0,0,0
"Routledge, WayneRoutledge, W.SWA",28,22,1680,3,0,8,65,5,1032,482,16,4,0,40,23,29,0,0,2,1,9,19
"Rudd, DeclanRudd, D.NOR",11,11,990,2,0,0,0,0,400,29,1,0,0,1,0,2,0,0,0,0,0,0
"Ruddy, JohnRuddy, J.NOR",27,27,2430,0,0,0,0,0,1059,159,19,0,0,0,2,0,0,0,0,0,0,0
"Sagna, BacarySagna, B.MCI",28,27,2448,4,0,0,76,0,2325,1343,51,11,0,68,15,18,0,0,0,3,2,5
"Saivet, HenriSaivet, H.NEW",4,2,148,0,0,0,0,0,130,64,10,0,0,15,1,1,0,0,0,0,0,0
"Sakho, DiafraSakho, D.WHU",21,18,1525,3,0,14,21,0,759,197,14,3,0,19,28,19,0,0,5,1,18,48
"Sakho, MamadouSakho, M.LIV",22,21,1855,1,0,1,2,0,1596,1069,33,24,0,47,15,9,0,0,1,0,1,6
"Sako, BakarySako, B.CRY",20,11,1073,1,0,7,45,20,639,292,11,6,0,21,12,13,0,0,2,1,13,34
"Sánchez, AlexisSánchez, A.ARS",30,28,2446,1,0,14,145,14,2095,1118,32,6,0,47,64,32,0,0,13,4,37,108
"Sánchez, CarlosSánchez, C.AVL",20,16,1370,3,0,0,7,0,1047,626,36,8,0,73,6,23,0,0,0,0,4,13
"SandroSandroWBA",12,5,379,0,0,0,3,0,224,94,5,4,0,19,6,5,0,0,0,0,0,3
"Schlupp, JeffSchlupp, J.LEI",24,14,1383,4,0,0,46,0,889,329,37,14,0,58,22,15,0,0,1,2,6,26
"Schmeichel, KasperSchmeichel, K.LEI",38,38,3420,2,0,0,0,0,1438,95,20,0,0,1,1,0,0,0,0,0,0,0
"Schneiderlin, MorganSchneiderlin, M.MUN",29,25,2204,3,0,0,13,3,1907,1328,64,9,0,119,15,52,0,0,1,0,1,11
"Schweinsteiger, BastianSchweinsteiger, B.MUN",18,13,1202,3,0,0,18,2,1296,887,26,6,0,64,17,19,0,0,1,0,3,12
"Sessegnon, StéphaneSessegnon, S.WBA",25,21,1758,1,0,3,68,28,1070,495,15,5,0,33,52,17,0,0,2,2,10,31
"Shaqiri, XherdanShaqiri, X.STK",27,27,2028,3,0,8,135,69,1155,552,9,4,0,29,28,25,0,0,3,6,11,40
"Shaw, LukeShaw, L.MUN",5,5,450,1,0,1,12,0,447,255,26,5,0,10,3,8,0,0,0,1,1,1
"Shawcross, RyanShawcross, R.STK",20,20,1697,2,1,3,2,0,859,439,19,23,0,41,3,18,0,0,0,0,0,8
"Shelvey, JonjoShelvey, J.",31,25,2268,8,0,1,76,71,1902,1183,63,13,0,64,8,21,1,1,1,5,16,56
"Sidwell, SteveSidwell, S.STK",1,0,12,0,0,0,0,0,11,5,2,0,0,2,0,1,0,0,0,0,0,0
"Sigurdsson, GylfiSigurdsson, G.SWA",36,32,2917,6,0,4,92,106,1739,937,21,12,0,49,23,26,3,3,11,3,32,90
"Silva, DavidSilva, D.MCI",24,22,1800,1,0,0,68,58,1786,1210,32,3,0,52,34,19,0,0,2,11,4,29
"Simpson, DannySimpson, D.LEI",30,30,2613,3,1,0,31,0,1637,654,34,39,0,82,12,29,0,0,0,0,2,7
"Sinclair, ScottSinclair, S.AVL",27,19,1596,0,0,10,21,1,615,271,8,6,0,21,21,6,1,1,2,0,7,17
"Sissoko, MoussaSissoko, M.NEW",37,37,3221,3,0,3,151,3,2257,1092,43,18,0,75,32,48,0,0,1,7,12,39
"Skrtel, MartinSkrtel, M.LIV",22,21,1886,5,0,1,3,0,1526,993,77,15,0,46,6,21,0,0,1,0,3,10
"Smalling, ChrisSmalling, C.MUN",35,35,3150,8,0,1,1,0,2135,1264,94,24,0,104,15,46,0,0,0,1,2,18
"Smith, AdamSmith, A.BOU",31,22,2096,5,0,2,65,4,1655,798,31,19,0,63,52,34,0,0,2,0,4,15
"Smith, BradSmith, B.LIV",4,3,285,1,1,0,16,0,233,87,4,6,0,13,5,7,0,0,0,0,0,1
"Soares, CédricSoares, C.SOU",24,23,1970,3,0,2,113,0,1460,583,43,32,0,63,15,19,0,0,0,2,2,10
"Son, Heung-MinSon, H.TOT",28,13,1105,0,0,9,9,9,712,347,12,12,0,33,11,11,0,0,4,1,13,39
"Song, AlexSong, A.WHU",12,8,658,1,0,0,6,0,575,376,8,2,0,55,7,13,0,0,0,0,0,6
"Souaré, PapeSouaré, P.CRY",34,34,3014,6,1,2,117,1,2091,896,33,36,0,61,32,25,0,0,0,1,1,10
"Speroni, JuliánSperoni, J.CRY",2,2,180,0,0,0,0,0,81,11,0,0,0,0,0,0,0,0,0,0,0,0
"Stanislas, JuniorStanislas, J.BOU",21,17,1440,1,0,3,62,44,1074,537,20,12,0,23,13,11,0,0,3,2,11,44
"Stekelenburg, MaartenStekelenburg, M.SOU",17,17,1530,0,0,0,0,0,514,101,17,1,0,0,3,0,0,0,0,0,0,0
"Sterling, RaheemSterling, R.MCI",31,23,1925,1,0,5,61,5,1329,722,18,5,0,38,52,26,0,0,6,2,22,52
"Sterry, JamieSterry, J.NEW",1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stewart, KevinStewart, K.LIV",7,6,564,1,0,0,3,0,581,393,17,6,0,31,16,9,0,0,0,0,0,5
"Stones, JohnStones, J.EVE",33,31,2779,3,0,0,8,0,1999,1365,58,47,0,61,26,11,0,0,0,0,1,9
"Sturridge, DanielSturridge, D.LIV",14,11,979,0,0,7,20,1,497,245,4,0,0,2,12,2,0,0,8,1,23,48
"Suárez, MarioSuárez, M.WAT",15,8,744,2,0,0,6,0,562,336,12,5,0,39,5,13,0,0,0,0,1,8
"Surman, AndrewSurman, A.BOU",38,38,3420,4,0,1,14,5,2799,1932,139,19,0,62,18,26,0,0,0,3,0,16
"Tadic, DusanTadic, D.SOU",34,27,2290,2,0,8,175,41,1523,695,30,10,0,61,35,24,1,1,7,12,16,57
"Targett, MattTargett, M.SOU",14,13,1069,1,0,1,37,0,715,337,27,9,0,24,12,4,0,0,0,1,1,3
"Taylor, NeilTaylor, N.SWA",34,33,2947,4,0,0,86,0,2013,1029,53,49,0,67,27,38,0,0,0,1,0,9
"Taylor, StevenTaylor, S.NEW",10,9,810,1,0,0,0,0,407,276,14,12,0,0,4,3,0,0,0,0,1,2
"Teixeira, DionatanTeixeira, D.STK",1,0,45,0,0,0,0,0,13,0,1,2,0,1,0,0,0,0,0,0,0,0
"Teixeira, JoaoTeixeira, J.LIV",1,0,3,0,0,0,0,0,6,3,0,0,0,1,0,0,0,0,0,0,0,0
"Terry, JohnTerry, J.CHE",24,24,1989,2,2,2,0,0,1222,825,55,27,0,41,5,10,0,0,1,0,2,10
"Tettey, AlexanderTettey, A.NOR",23,23,1952,10,0,0,5,2,1409,880,76,7,0,54,9,41,0,0,2,0,3,20
"Thauvin, FlorianThauvin, F.NEW",13,3,420,1,0,2,31,16,326,117,8,2,0,12,15,6,0,0,0,0,1,8
"Tioté, CheickTioté, C.NEW",20,16,1225,5,0,0,6,0,1076,701,23,7,0,71,14,31,0,0,0,0,0,1
"Toivonen, OlaToivonen, O.SUN",12,9,663,1,0,0,6,0,356,185,5,3,0,20,8,9,0,0,0,2,1,7
"Tomkins, JamesTomkins, J.WHU",25,23,1963,3,0,0,12,0,1318,647,76,19,0,82,15,17,0,0,0,0,1,9
"Tomlin, LeeTomlin, L.BOU",6,3,289,1,0,0,2,2,177,74,4,2,0,7,9,2,0,0,0,0,3,5
"Tomori, FikayoTomori, F.CHE",1,0,30,0,0,0,0,0,22,10,3,1,0,1,0,0,0,0,0,0,0,0
"Toner, KevinToner, K.AVL",4,3,315,0,0,0,2,0,182,76,3,1,0,12,4,2,0,0,0,1,0,1
"Toney, IvanToney, I.NEW",2,0,10,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
"Touré, KoloTouré, K.LIV",14,9,859,1,0,0,2,0,596,388,9,5,0,16,2,2,0,0,1,0,2,4
"Touré, YayaTouré, Y.MCI",32,28,2331,3,0,2,33,0,2239,1555,35,4,0,72,26,28,1,1,6,5,24,77
"Townsend, AndrosTownsend, A.",16,12,1153,0,0,0,64,30,773,339,17,3,0,36,13,7,0,0,4,2,16,29
"Traoré, AdamaTraoré, A.AVL",10,0,184,1,0,0,17,0,113,23,0,0,0,1,11,4,0,0,0,1,0,2
"Traoré, BertrandTraoré, B.CHE",10,4,373,0,0,5,8,1,225,111,2,0,0,17,4,3,0,0,2,1,6,17
"Trippier, KieranTrippier, K.TOT",6,5,458,1,0,0,38,0,437,202,8,11,0,14,10,3,0,0,1,1,1,2
"Ulloa, LeonardoUlloa, L.LEI",29,7,968,0,0,5,6,0,673,283,6,4,0,25,18,20,1,1,6,2,10,34
"Valencia, AntonioValencia, A.MUN",14,8,855,1,0,2,40,0,832,515,17,7,0,41,6,16,0,0,0,3,1,6
"Valencia, EnnerValencia, E.WHU",19,10,1009,1,0,10,16,7,535,173,3,5,0,24,22,11,0,0,4,2,11,34
"Van Aanholt, PatrickVan Aanholt, P.SUN",33,33,2970,2,0,4,85,3,1872,850,65,36,0,94,12,16,0,0,4,3,9,46
"Van Dijk, VirgilVan Dijk, V.SOU",34,34,3060,2,0,2,5,0,2064,1184,58,22,0,80,15,28,0,0,3,0,10,29
"Van Ginkel, MarcoVan Ginkel, M.STK",17,8,752,0,0,0,8,1,520,277,32,8,0,23,10,15,0,0,0,0,1,11
"Vardy, JamieVardy, J.LEI",36,36,3139,5,1,26,55,2,1263,401,13,8,0,50,29,41,5,6,24,6,52,114
"Varela, GuillermoVarela, G.MUN",4,3,315,1,0,0,12,0,271,120,8,1,0,28,7,5,0,0,0,0,0,1
"Veretout, JordanVeretout, J.AVL",25,21,1824,4,0,1,57,53,1333,824,16,14,0,42,26,19,0,0,0,5,7,21
"Vertonghen, JanVertonghen, J.TOT",29,29,2595,5,0,0,4,0,1941,1290,87,31,0,62,21,16,0,0,0,0,2,12
"Vorm, MichelVorm, M.TOT",1,1,90,0,0,0,0,0,54,34,4,0,0,0,0,0,0,0,0,0,0,0
"Walcott, TheoWalcott, T.ARS",28,15,1374,0,0,13,28,4,560,243,9,2,0,11,25,3,0,0,5,2,22,45
"Walker, KyleWalker, K.TOT",33,33,2943,7,0,3,88,0,2260,1030,96,30,0,116,30,29,0,0,1,3,7,21
"Walters, JonathanWalters, J.STK",27,18,1724,1,0,26,29,0,857,329,17,5,0,6,27,15,0,0,5,3,12,32
"Wanyama, VictorWanyama, V.SOU",30,29,2500,4,3,1,9,0,1918,1117,74,17,0,130,28,52,0,0,1,1,5,32
"Ward-Prowse, JamesWard-Prowse, J.SOU",33,14,1533,5,0,1,60,53,1034,609,15,17,0,40,8,21,1,1,2,4,7,28
"Ward, DannyWard, D.LIV",2,2,180,0,0,0,0,0,71,15,2,0,0,0,0,0,0,0,0,0,0,0
"Ward, JoelWard, J.CRY",30,30,2692,4,0,0,63,0,1732,711,47,29,0,63,28,36,0,0,2,1,6,17
"Wasilewski, MarcinWasilewski, M.LEI",4,3,302,2,0,0,0,0,132,61,2,3,0,14,0,4,0,0,0,0,0,1
"Watmore, DuncanWatmore, D.SUN",23,7,907,0,0,9,24,0,405,115,4,5,0,13,15,5,0,0,3,1,8,14
"Watson, BenWatson, B.WAT",35,31,2815,4,0,0,66,91,2022,1156,67,24,0,89,15,35,0,0,2,0,3,17
"Weir, JamesWeir, J.MUN",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Welbeck, DannyWelbeck, D.ARS",11,7,578,1,0,0,11,0,290,105,2,1,0,22,9,6,0,0,4,2,11,20
"Westwood, AshleyWestwood, A.AVL",32,31,2719,6,0,0,57,56,1989,1287,52,28,0,83,11,29,0,0,2,2,9,36
"Whelan, GlennWhelan, G.STK",37,37,3173,6,0,0,23,10,2527,1736,88,34,0,90,21,25,0,0,0,1,3,11
"Whittaker, StevenWhittaker, S.NOR",8,8,661,1,1,0,20,0,510,233,21,7,0,15,4,7,0,0,1,0,4,8
"Wickham, ConnorWickham, C.CRY",21,15,1324,1,0,2,17,0,727,244,3,5,0,20,19,32,1,1,5,3,10,33
"Wijnaldum, GeorginioWijnaldum, G.NEW",38,36,3168,1,0,5,34,8,1759,1049,36,7,0,46,50,15,1,1,11,5,28,53
"Williams, AshleyWilliams, A.SWA",36,36,3240,8,0,2,4,0,2543,1593,92,42,0,94,16,30,0,0,2,1,6,16
"Williams, JonathanWilliams, J.CRY",1,0,10,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0
"WillianWillianCHE",35,32,2749,5,0,3,166,136,2207,1264,38,5,0,52,67,25,0,0,5,6,20,60
"Wilshere, JackWilshere, J.ARS",3,1,141,0,0,0,3,0,133,77,1,0,0,5,4,1,0,0,0,0,0,1
"Wilson, CallumWilson, C.BOU",13,9,772,0,0,4,8,1,288,88,4,6,0,6,19,12,1,1,5,0,7,17
"Wilson, JamesWilson, J.MUN",1,0,8,0,0,1,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0
"Wilson, MarcWilson, M.STK",4,1,258,0,0,0,1,0,150,85,3,0,0,6,3,2,0,0,0,0,0,0
"Wimmer, KevinWimmer, K.TOT",10,9,812,2,0,0,0,0,643,484,9,7,0,11,3,12,0,0,0,0,0,1
"Wisdom, AndreWisdom, A.NOR",10,9,823,1,0,0,24,0,551,239,16,9,0,26,3,3,0,0,0,0,0,2
"Wollscheid, PhilippWollscheid, P.STK",31,30,2685,2,0,0,6,0,1664,987,61,43,0,77,17,18,0,0,0,0,1,3
"Yacob, ClaudioYacob, C.WBA",34,33,2854,8,0,0,9,0,1687,866,80,33,0,162,42,62,0,0,0,1,0,9
"Yedlin, DeAndreYedlin, D.SUN",23,21,1812,2,0,0,59,0,1123,379,27,36,0,50,12,22,0,0,0,1,1,4
"Yoshida, MayaYoshida, M.SOU",20,10,1014,0,0,0,10,0,742,391,44,16,0,22,7,6,0,0,1,0,2,2
"Young, AshleyYoung, A.MUN",18,11,1063,5,0,2,75,6,928,443,21,4,0,39,20,15,0,0,1,2,3,7
"Zabaleta, PabloZabaleta, P.MCI",13,12,1062,3,0,2,18,0,906,502,12,15,0,71,9,15,0,0,0,1,1,3
"Zaha, WilfriedZaha, W.CRY",34,30,2492,5,0,8,107,4,1393,467,19,13,0,65,90,40,0,0,2,1,9,31
"Zárate, MauroZárate, M.WHU",15,9,790,1,0,0,29,26,527,232,21,5,0,33,22,12,0,0,3,0,12,29
"Zouma, KurtZouma, K.CHE",23,21,1918,0,0,2,4,0,1087,592,45,16,0,26,8,9,0,0,1,1,2,16
